,Country,Indicator,Order,AIC,BIC
1653,MUS,Economic,"(0, 1, 0)",-117.54897733419551,-116.21677282402031
1654,MUS,Ecosystems,"(2, 0, 0)",-254.471955066575,-249.0027717466291
1655,MUS,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1656,MUS,Food,"(0, 0, 3)",-177.07874661674853,-170.24226746681617
1657,MUS,Governance,"(2, 0, 1)",-144.93935298629583,-138.10287383636347
1658,MUS,Habitat,"(1, 0, 1)",-227.63315341881287,-222.16397009886697
1659,MUS,Health,"(1, 0, 0)",-196.4313207212484,-192.329433231289
1660,MUS,Infrastructure,"(0, 1, 0)",-102.97670649933808,-101.64450198916288
1661,MUS,Readiness,"(0, 1, 0)",-160.19992556703258,-158.86772105685736
1662,MUS,Sensitivity,"(1, 0, 0)",-228.35217132883895,-224.25028383887954
1663,MUS,Social,"(1, 1, 1)",-212.2417697609775,-208.24515623045187
1664,MUS,Vulnerability,"(1, 0, 0)",-210.19149260035348,-206.08960511039407
1665,MUS,Water,"(0, 0, 2)",-253.40903772408404,-247.93985440413815
1666,MWI,Capacity,"(1, 0, 3)",-180.19553459323436,-171.9917596133155
1667,MWI,Economic,"(1, 0, 0)",-144.74017588540286,-140.63828839544345
1668,MWI,Ecosystems,"(2, 0, 0)",-231.60750111682404,-226.13831779687814
1669,MWI,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1670,MWI,Food,"(1, 0, 0)",-164.5756470813217,-160.4737595913623
1671,MWI,Governance,"(1, 0, 1)",-109.9218179786547,-104.4526346587088
1672,MWI,Habitat,"(2, 0, 0)",-245.63867199734162,-240.16948867739572
1673,MWI,Health,"(2, 0, 0)",-283.1978604525207,-277.7286771325748
1674,MWI,Infrastructure,"(1, 0, 3)",-245.09271251144173,-236.88893753152288
1675,MWI,Readiness,"(1, 0, 1)",-162.34197660738596,-156.87279328744006
1676,MWI,Sensitivity,"(0, 1, 0)",-204.41220816192543,-203.08000365175022
1677,MWI,Social,"(2, 0, 0)",-253.88273346316123,-248.41355014321533
1678,MWI,Vulnerability,"(3, 0, 2)",-244.65804012766762,-235.0869693177623
1679,MWI,Water,"(1, 1, 0)",-379.548759860835,-376.88435084048456
1680,MYS,Capacity,"(1, 0, 2)",-200.3533391233258,-193.51685997339345
1681,MYS,Economic,"(1, 1, 0)",-121.09887194361218,-118.43446292326178
1682,MYS,Ecosystems,"(2, 0, 0)",-269.7006140659093,-264.2314307459634
1683,MYS,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1684,MYS,Food,"(1, 0, 0)",-201.84793164421242,-197.746044154253
1685,MYS,Governance,"(0, 0, 2)",-127.72141720629799,-122.25223388635209
1686,MYS,Habitat,"(1, 0, 0)",-209.24010935286304,-205.13822186290363
1687,MYS,Health,"(3, 0, 0)",-273.50300064040476,-266.6665214904724
1688,MYS,Infrastructure,"(2, 0, 0)",-186.67764522807408,-181.20846190812819
1689,MYS,Readiness,"(0, 1, 0)",-151.30499648810473,-149.97279197792952
1690,MYS,Sensitivity,"(2, 0, 0)",-294.98032168257083,-289.51113836262493
1691,MYS,Social,"(1, 1, 0)",-187.36188675476407,-184.69747773441367
1692,MYS,Vulnerability,"(1, 0, 2)",-264.2702428563641,-257.43376370643176
1693,MYS,Water,"(2, 0, 0)",-417.6797348639999,-412.210551544054
1694,NAM,Capacity,"(0, 1, 0)",-148.2626523609111,-146.93044785073587
1695,NAM,Economic,"(1, 0, 2)",-182.53279866311075,-175.6963195131784
1696,NAM,Ecosystems,"(2, 0, 1)",-273.3237013581034,-266.48722220817103
1697,NAM,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1698,NAM,Food,"(0, 1, 1)",-211.2625752922241,-208.5981662718737
1699,NAM,Governance,"(1, 0, 0)",-112.91388173181802,-108.8119942418586
1700,NAM,Habitat,"(1, 0, 1)",-219.82827658456134,-214.35909326461544
1701,NAM,Health,"(2, 0, 1)",-149.1016928347647,-142.26521368483233
1702,NAM,Infrastructure,"(0, 1, 0)",-118.02681176266282,-116.69460725248761
1703,NAM,Readiness,"(1, 0, 0)",-175.85777138268088,-171.75588389272147
1704,NAM,Sensitivity,"(2, 0, 0)",-189.70584762332777,-184.23666430338187
1705,NAM,Social,"(3, 0, 0)",-246.13145752475617,-239.2949783748238
1706,NAM,Vulnerability,"(1, 0, 0)",-206.51355202028316,-202.41166453032375
1707,NAM,Water,"(2, 0, 0)",-413.9934698645734,-408.5242865446275
1708,NER,Capacity,"(0, 1, 0)",-192.05533162500006,-190.72312711482485
1709,NER,Economic,"(2, 0, 2)",-115.82294393197324,-107.6191689520544
1710,NER,Ecosystems,"(2, 0, 0)",-239.41288563932017,-233.94370231937427
1711,NER,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1712,NER,Food,"(1, 0, 0)",-134.38401400476369,-130.28212651480428
1713,NER,Governance,"(1, 0, 0)",-149.63936386941197,-145.53747637945256
1714,NER,Habitat,"(2, 0, 0)",-229.2970351814899,-223.827851861544
1715,NER,Health,"(1, 0, 1)",-154.97776695001915,-149.50858363007325
1716,NER,Infrastructure,"(1, 0, 0)",-165.10839501529682,-161.0065075253374
1717,NER,Readiness,"(1, 0, 0)",-162.7735893407264,-158.671701850767
1718,NER,Sensitivity,"(1, 0, 0)",-186.62162805414582,-182.5197405641864
1719,NER,Social,"(0, 1, 1)",-184.58899800622638,-181.92458898587597
1720,NER,Vulnerability,"(2, 0, 0)",-235.4904803240384,-230.0212970040925
1721,NER,Water,"(0, 1, 0)",-185.06226780895753,-183.7300632987823
1722,NGA,Capacity,"(1, 0, 0)",-214.0967772819027,-209.99488979194328
1723,NGA,Economic,"(0, 1, 0)",-32.33748920685843,-31.005284696683226
1724,NGA,Ecosystems,"(2, 0, 0)",-225.95025703652618,-220.48107371658028
1725,NGA,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1726,NGA,Food,"(1, 0, 0)",-148.14763679609348,-144.04574930613407
1727,NGA,Governance,"(1, 0, 3)",-146.46482133197992,-138.26104635206107
1728,NGA,Habitat,"(3, 0, 1)",-271.1097720046507,-262.9059970247319
1729,NGA,Health,"(0, 1, 0)",-157.42598196171602,-156.0937774515408
1730,NGA,Infrastructure,"(0, 1, 3)",-206.08856644350416,-200.75974840280335
1731,NGA,Readiness,"(2, 0, 1)",-94.00990186318951,-87.17342271325714
1732,NGA,Sensitivity,"(0, 1, 0)",-169.325646034133,-167.99344152395778
1733,NGA,Social,"(3, 0, 0)",-310.38451029982457,-303.5480311498922
1734,NGA,Vulnerability,"(1, 0, 3)",-230.15432168680024,-221.9505467068814
1735,NGA,Water,"(2, 0, 1)",-384.32601851553534,-377.489539365603
1736,NIC,Capacity,"(2, 0, 1)",-242.30165668832606,-235.4651775383937
1737,NIC,Economic,"(1, 0, 0)",-135.80930604403287,-131.70741855407346
1738,NIC,Ecosystems,"(2, 1, 0)",-252.54346332714454,-248.54684979661891
1739,NIC,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1740,NIC,Food,"(3, 0, 0)",-207.47073307662328,-200.63425392669092
1741,NIC,Governance,"(1, 0, 2)",-127.45300410623489,-120.61652495630251
1742,NIC,Habitat,"(2, 0, 0)",-245.86321231724475,-240.39402899729885
1743,NIC,Health,"(1, 0, 0)",-144.78192998989005,-140.68004249993064
1744,NIC,Infrastructure,"(2, 0, 0)",-201.85477831415605,-196.38559499421015
1745,NIC,Readiness,"(2, 0, 0)",-173.28465120203995,-167.81546788209405
1746,NIC,Sensitivity,"(1, 0, 0)",-183.87830479556217,-179.77641730560276
1747,NIC,Social,"(0, 1, 3)",-220.58466402351866,-215.25584598281785
1748,NIC,Vulnerability,"(1, 0, 2)",-232.79804289329326,-225.9615637433609
1749,NIC,Water,"(2, 0, 0)",-366.76330930978366,-361.29412598983777
1750,NLD,Capacity,"(0, 0, 1)",-238.52935850298223,-234.42747101302282
1751,NLD,Economic,"(0, 1, 1)",-134.63656085378912,-131.97215183343872
1752,NLD,Ecosystems,"(2, 0, 0)",-268.1227261632679,-262.653542843322
1753,NLD,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1754,NLD,Food,"(1, 0, 0)",-191.15326677127908,-187.05137928131967
1755,NLD,Governance,"(1, 0, 2)",-160.9513522139675,-154.11487306403515
1756,NLD,Habitat,"(1, 1, 2)",-301.26192338559474,-295.93310534489393
1757,NLD,Health,"(1, 0, 0)",-263.76043858201876,-259.6585510920593
1758,NLD,Infrastructure,"(0, 1, 3)",-158.22915577948027,-152.90033773877946
1759,NLD,Readiness,"(1, 0, 1)",-181.36153459489955,-175.89235127495365
1760,NLD,Sensitivity,"(1, 0, 3)",-195.7412003661966,-187.53742538627776
1761,NLD,Social,"(0, 1, 0)",-161.39826101614113,-160.06605650596592
1762,NLD,Vulnerability,"(1, 1, 2)",-248.67802012975443,-243.34920208905362
1763,NLD,Water,"(2, 0, 3)",-210.93082715313105,-201.35975634322574
1764,NOR,Capacity,"(1, 0, 1)",-253.98094185737386,-248.51175853742797
1765,NOR,Economic,"(0, 1, 1)",-113.94635391142289,-111.28194489107248
1766,NOR,Ecosystems,"(1, 0, 1)",-263.04467918816897,-257.5754958682231
1767,NOR,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1768,NOR,Food,"(1, 0, 0)",-277.7652343237485,-273.66334683378903
1769,NOR,Governance,"(0, 0, 2)",-159.31684706499274,-153.84766374504684
1770,NOR,Habitat,"(1, 0, 1)",-235.74903818375995,-230.27985486381405
1771,NOR,Health,"(2, 0, 1)",-298.23158451716944,-291.3951053672371
1772,NOR,Infrastructure,"(2, 0, 0)",-313.48607522897606,-308.01689190903016
1773,NOR,Readiness,"(0, 1, 1)",-157.4865630183788,-154.8221539980284
1774,NOR,Sensitivity,"(2, 0, 0)",-287.932876509173,-282.4636931892271
1775,NOR,Social,"(0, 1, 1)",-169.892668899464,-167.2282598791136
1776,NOR,Vulnerability,"(2, 0, 0)",-321.24696584230736,-315.77778252236146
1777,NOR,Water,"(2, 0, 2)",-484.15598743865326,-475.95221245873444
1778,NPL,Capacity,"(0, 1, 1)",-167.30610501903297,-164.64169599868256
1779,NPL,Economic,"(3, 0, 0)",-163.87805579978786,-157.0415766498555
1780,NPL,Ecosystems,"(1, 0, 1)",-267.4482909865026,-261.97910766655673
1781,NPL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1782,NPL,Food,"(0, 0, 3)",-162.4064783878708,-155.56999923793845
1783,NPL,Governance,"(0, 0, 1)",-135.25019787379478,-131.14831038383537
1784,NPL,Habitat,"(2, 0, 0)",-225.15116444274344,-219.68198112279754
1785,NPL,Health,"(2, 0, 2)",-142.9254909612606,-134.72171598134176
1786,NPL,Infrastructure,"(1, 0, 1)",-124.52643546529993,-119.05725214535403
1787,NPL,Readiness,"(1, 0, 0)",-186.23303680302647,-182.13114931306706
1788,NPL,Sensitivity,"(2, 0, 2)",-178.3518083402346,-170.14803336031576
1789,NPL,Social,"(3, 0, 0)",-229.89945069242717,-223.0629715424948
1790,NPL,Vulnerability,"(2, 0, 1)",-204.86132405684708,-198.02484490691472
1791,NPL,Water,"(2, 0, 0)",-323.0824830063837,-317.6132996864378
1792,NZL,Capacity,"(1, 1, 2)",-240.41463138109907,-235.08581334039826
1793,NZL,Economic,"(0, 1, 1)",-115.43557879902379,-112.77116977867338
1794,NZL,Ecosystems,"(2, 0, 1)",-254.3014580775186,-247.46497892758623
1795,NZL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1796,NZL,Food,"(1, 0, 0)",-226.0418281551154,-221.939940665156
1797,NZL,Governance,"(2, 0, 2)",-168.62032395642927,-160.41654897651043
1798,NZL,Habitat,"(1, 0, 1)",-254.6260896447717,-249.1569063248258
1799,NZL,Health,"(3, 0, 2)",-254.96686637187315,-245.39579556196784
1800,NZL,Infrastructure,"(0, 0, 3)",-219.55492362043225,-212.7184444704999
1801,NZL,Readiness,"(2, 0, 1)",-140.00979616423786,-133.1733170143055
1802,NZL,Sensitivity,"(1, 0, 0)",-248.79552368377196,-244.69363619381255
1803,NZL,Social,"(2, 0, 1)",-92.18981468302334,-85.35333553309097
1804,NZL,Vulnerability,"(2, 0, 2)",-291.0546646495065,-282.8508896695877
1805,NZL,Water,"(2, 0, 0)",-345.66436121637184,-340.19517789642595
1806,OMN,Capacity,"(2, 0, 2)",-236.92794460722803,-228.72416962730918
1807,OMN,Economic,"(0, 1, 0)",-130.5600331209354,-129.22782861076018
1808,OMN,Ecosystems,"(1, 0, 0)",-261.0305148007508,-256.92862731079134
1809,OMN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1810,OMN,Food,"(1, 0, 0)",-179.85555451151515,-175.75366702155574
1811,OMN,Governance,"(1, 0, 0)",-114.0821839357706,-109.98029644581118
1812,OMN,Habitat,"(1, 0, 1)",-201.28077912591456,-195.81159580596866
1813,OMN,Health,"(1, 0, 0)",-260.41711767898,-256.31523018902055
1814,OMN,Infrastructure,"(2, 0, 0)",-424.213871238183,-418.7446879182371
1815,OMN,Readiness,"(0, 1, 0)",-160.05817434673256,-158.72596983655734
1816,OMN,Sensitivity,"(1, 0, 0)",-203.48049428244687,-199.37860679248746
1817,OMN,Social,"(2, 0, 1)",-213.69413171156395,-206.8576525616316
1818,OMN,Vulnerability,"(2, 0, 0)",-259.4105645065983,-253.9413811866524
1819,OMN,Water,"(1, 0, 2)",-255.92856985440045,-249.0920907044681
1820,PAK,Capacity,"(2, 0, 1)",-191.09722746460358,-184.26074831467122
1821,PAK,Economic,"(2, 0, 1)",-42.54723677500977,-35.710757625077406
1822,PAK,Ecosystems,"(2, 0, 0)",-246.87200913651543,-241.40282581656953
1823,PAK,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1824,PAK,Food,"(1, 0, 1)",-195.63584307110875,-190.16665975116285
1825,PAK,Governance,"(1, 0, 0)",-126.00293343404212,-121.9010459440827
1826,PAK,Habitat,"(2, 0, 0)",-209.32655459872447,-203.85737127877857
1827,PAK,Health,"(0, 0, 3)",-168.19435614197687,-161.3578769920445
1828,PAK,Infrastructure,"(1, 0, 0)",-161.66728084094794,-157.56539335098853
1829,PAK,Readiness,"(1, 0, 0)",-104.61869985002267,-100.51681236006324
1830,PAK,Sensitivity,"(1, 0, 3)",-204.96116496403266,-196.75738998411381
1831,PAK,Social,"(1, 0, 1)",-226.33779246036005,-220.86860914041415
1832,PAK,Vulnerability,"(1, 0, 0)",-233.62485867611932,-229.5229711861599
1833,PAK,Water,"(1, 1, 0)",-354.73517127173346,-352.07076225138303
1834,PAN,Capacity,"(1, 0, 0)",-240.43860346917626,-236.33671597921685
1835,PAN,Economic,"(0, 0, 2)",-157.58242352234484,-152.11324020239894
1836,PAN,Ecosystems,"(2, 0, 0)",-242.9111331811421,-237.4419498611962
1837,PAN,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1838,PAN,Food,"(1, 0, 0)",-225.91464606576653,-221.81275857580712
1839,PAN,Governance,"(1, 0, 0)",-142.71646088073533,-138.61457339077592
1840,PAN,Habitat,"(1, 0, 0)",-228.90649415864203,-224.80460666868262
1841,PAN,Health,"(3, 0, 0)",-251.3928266379092,-244.55634748797684
1842,PAN,Infrastructure,"(1, 0, 2)",-252.6777047556178,-245.84122560568545
1843,PAN,Readiness,"(1, 0, 0)",-186.92812804136165,-182.82624055140224
1844,PAN,Sensitivity,"(2, 0, 3)",-234.10150240780135,-224.53043159789604
1845,PAN,Social,"(1, 1, 2)",-167.44507962377364,-162.11626158307283
1846,PAN,Vulnerability,"(2, 0, 1)",-285.5192718915094,-278.68279274157703
1847,PAN,Water,"(2, 0, 1)",-293.56705116653075,-286.7305720165984
1848,PER,Capacity,"(1, 1, 0)",-209.76757937810203,-207.10317035775162
1849,PER,Economic,"(1, 0, 0)",-173.77316638724307,-169.67127889728366
1850,PER,Ecosystems,"(2, 0, 2)",-327.03501712190956,-318.83124214199074
1851,PER,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1852,PER,Food,"(1, 0, 2)",-227.64220603292785,-220.8057268829955
1853,PER,Governance,"(1, 0, 0)",-129.532706215739,-125.43081872577959
1854,PER,Habitat,"(1, 0, 3)",-249.74794784352417,-241.54417286360533
1855,PER,Health,"(2, 0, 3)",-190.79585963264992,-181.2247888227446
1856,PER,Infrastructure,"(0, 1, 0)",-169.88201003222858,-168.54980552205336
1857,PER,Readiness,"(1, 0, 0)",-178.47149786437262,-174.3696103744132
1858,PER,Sensitivity,"(1, 0, 0)",-222.2495273398565,-218.1476398498971
1859,PER,Social,"(0, 1, 3)",-146.8772281390746,-141.54841009837378
1860,PER,Vulnerability,"(2, 0, 2)",-247.26979101878578,-239.06601603886693
1861,PER,Water,"(1, 0, 1)",-373.19892232298423,-367.72973900303833
1862,PHL,Capacity,"(0, 1, 2)",-196.96616497147227,-192.96955144094665
1863,PHL,Economic,"(2, 0, 0)",-184.97584785970162,-179.50666453975572
1864,PHL,Ecosystems,"(2, 0, 0)",-283.2208468781603,-277.7516635582144
1865,PHL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1866,PHL,Food,"(3, 0, 2)",-244.05134440783678,-234.48027359793147
1867,PHL,Governance,"(2, 0, 2)",-145.98095012948463,-137.77717514956578
1868,PHL,Habitat,"(2, 0, 0)",-251.8152870509336,-246.3461037309877
1869,PHL,Health,"(1, 0, 0)",-187.34072280539257,-183.23883531543316
1870,PHL,Infrastructure,"(1, 1, 2)",-164.16052828507367,-158.83171024437286
1871,PHL,Readiness,"(2, 0, 0)",-194.02622863359306,-188.55704531364717
1872,PHL,Sensitivity,"(1, 0, 0)",-220.25845822717355,-216.15657073721414
1873,PHL,Social,"(1, 1, 0)",-226.37963076454238,-223.71522174419198
1874,PHL,Vulnerability,"(3, 0, 0)",-261.805854113967,-254.9693749640346
1875,PHL,Water,"(2, 0, 0)",-320.69537939090145,-315.22619607095555
1876,PLW,Capacity,"(2, 0, 1)",-278.16193572632363,-271.3254565763913
1877,PLW,Economic,"(1, 0, 0)",-184.19854784833387,-180.09666035837446
1878,PLW,Ecosystems,"(2, 0, 1)",-300.7298790443337,-293.89339989440134
1879,PLW,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1880,PLW,Food,"(3, 0, 0)",-178.2498995972753,-171.41342044734293
1881,PLW,Governance,"(0, 1, 0)",-91.50746171406696,-90.17525720389176
1882,PLW,Habitat,"(2, 0, 1)",-293.7541518720459,-286.91767272211354
1883,PLW,Health,"(1, 0, 0)",-135.74674444134024,-131.64485695138083
1884,PLW,Infrastructure,"(1, 0, 0)",-301.6779639934914,-297.57607650353197
1885,PLW,Readiness,"(1, 0, 1)",-155.26558413706553,-149.79640081711963
1886,PLW,Sensitivity,"(1, 0, 2)",-302.21938809839304,-295.3829089484607
1887,PLW,Social,"(2, 0, 1)",-178.8652024383263,-172.02872328839393
1888,PLW,Vulnerability,"(1, 0, 0)",-210.177835405739,-206.07594791577958
1889,PLW,Water,"(3, 0, 0)",-385.30468628388934,-378.468207133957
1890,PNG,Capacity,"(1, 0, 0)",-150.94403685522366,-146.84214936526425
1891,PNG,Economic,"(1, 0, 0)",-180.23188153113063,-176.12999404117122
1892,PNG,Ecosystems,"(1, 0, 0)",-241.21858384010713,-237.11669635014772
1893,PNG,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1894,PNG,Food,"(2, 0, 0)",-219.19987266914768,-213.73068934920178
1895,PNG,Governance,"(1, 0, 3)",-123.2383729226892,-115.03459794277035
1896,PNG,Habitat,"(1, 0, 1)",-250.75691482325811,-245.28773150331222
1897,PNG,Health,"(1, 0, 0)",-87.83081727023018,-83.72892978027076
1898,PNG,Infrastructure,"(0, 1, 0)",-97.01347544975833,-95.68127093958313
1899,PNG,Readiness,"(1, 0, 3)",-180.19226059891164,-171.9884856189928
1900,PNG,Sensitivity,"(1, 0, 0)",-144.05505018666204,-139.95316269670263
1901,PNG,Social,"(2, 0, 0)",-304.9935184669898,-299.5243351470439
1902,PNG,Vulnerability,"(1, 0, 0)",-177.90256126900366,-173.80067377904425
1903,PNG,Water,"(0, 0, 0)",-257.9280563502947,-255.19346469032175
1904,POL,Capacity,"(3, 0, 0)",-264.2651590660685,-257.42867991613616
1905,POL,Economic,"(1, 0, 1)",-142.55071403998198,-137.08153072003608
1906,POL,Ecosystems,"(2, 0, 0)",-280.8969171611361,-275.4277338411902
1907,POL,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1908,POL,Food,"(1, 0, 3)",-259.765257929945,-251.56148295002615
1909,POL,Governance,"(2, 0, 2)",-145.28433009617322,-137.08055511625437
1910,POL,Habitat,"(2, 0, 1)",-260.6770006131125,-253.84052146318015
1911,POL,Health,"(1, 0, 0)",-267.086376479028,-262.98448898906855
1912,POL,Infrastructure,"(1, 0, 3)",-215.00894198590368,-206.80516700598483
1913,POL,Readiness,"(1, 0, 3)",-183.66112018255922,-175.45734520264037
1914,POL,Sensitivity,"(2, 0, 0)",-249.67808557220735,-244.20890225226145
1915,POL,Social,"(1, 1, 2)",-170.6647613889077,-165.33594334820688
1916,POL,Vulnerability,"(1, 0, 0)",-315.9513243495636,-311.84943685960417
1917,POL,Water,"(1, 0, 0)",-307.7129920293372,-303.6111045393778
1918,PRK,Capacity,"(0, 1, 0)",-169.62088711718113,-168.2886826070059
1919,PRK,Economic,"(1, 0, 0)",-275.044404491751,-270.94251700179154
1920,PRK,Ecosystems,"(0, 0, 3)",-241.99993716800506,-235.1634580180727
1921,PRK,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1922,PRK,Food,"(0, 1, 0)",-143.07101248176036,-141.73880797158515
1923,PRK,Governance,"(1, 0, 0)",-125.78220755699644,-121.68032006703702
1924,PRK,Habitat,"(2, 0, 1)",-354.89219250725284,-348.0557133573205
1925,PRK,Health,"(3, 0, 0)",-265.35375542188365,-258.5172762719513
1926,PRK,Infrastructure,"(1, 1, 1)",-228.89065503373877,-224.89404150321315
1927,PRK,Readiness,"(1, 0, 0)",-166.59790429532347,-162.49601680536406
1928,PRK,Sensitivity,"(1, 0, 0)",-259.6187548778099,-255.5168673878505
1929,PRK,Social,"(1, 0, 0)",-330.8688685738334,-326.766981083874
1930,PRK,Vulnerability,"(1, 0, 0)",-231.00372044911472,-226.9018329591553
1931,PRK,Water,"(1, 0, 0)",-317.5459474624087,-313.4440599724493
1932,PRT,Capacity,"(2, 0, 1)",-195.1071407077758,-188.27066155784345
1933,PRT,Economic,"(1, 1, 0)",-141.48213166956958,-138.81772264921918
1934,PRT,Ecosystems,"(1, 0, 0)",-285.0866576570896,-280.98477016713014
1935,PRT,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1936,PRT,Food,"(1, 0, 0)",-196.21915235404097,-192.11726486408156
1937,PRT,Governance,"(1, 1, 1)",-173.71913617121805,-169.72252264069243
1938,PRT,Habitat,"(1, 0, 1)",-265.2220280132029,-259.752844693257
1939,PRT,Health,"(2, 0, 0)",-298.3112977355895,-292.8421144156436
1940,PRT,Infrastructure,"(2, 1, 2)",-162.78151421369247,-156.12049166281645
1941,PRT,Readiness,"(1, 1, 0)",-185.40571311431142,-182.74130409396102
1942,PRT,Sensitivity,"(1, 0, 0)",-246.13066155332646,-242.02877406336705
1943,PRT,Social,"(1, 1, 1)",-159.6340740856092,-155.63746055508358
1944,PRT,Vulnerability,"(1, 0, 0)",-243.96271032037373,-239.86082283041432
1945,PRT,Water,"(1, 0, 0)",-231.15412882845197,-227.05224133849256
1946,PRY,Capacity,"(3, 1, 0)",-259.33738769315846,-254.00856965245765
1947,PRY,Economic,"(1, 0, 0)",-145.88438932129964,-141.78250183134023
1948,PRY,Ecosystems,"(1, 0, 0)",-302.2739776550678,-298.1720901651084
1949,PRY,Exposure,"(0, 1, 0)",-689.2990575720246,-687.9668530618494
1950,PRY,Food,"(3, 0, 0)",-232.86817148813012,-226.03169233819776
1951,PRY,Governance,"(2, 0, 0)",-126.952060401533,-121.4828770815871
1952,PRY,Habitat,"(3, 1, 0)",-313.54803667891804,-308.2192186382172
1953,PRY,Health,"(1, 1, 3)",-233.6941624162638,-227.03313986538777
1954,PRY,Infrastructure,"(1, 0, 0)",-213.12431133913603,-209.02242384917662
1955,PRY,Readiness,"(1, 0, 0)",-169.65986299332178,-165.55797550336237
1956,PRY,Sensitivity,"(1, 0, 2)",-236.34900138718268,-229.51252223725032
